RACV July 2022 guide re-run — transcribed by Claude direct from Racv book 22 Drive photos (full-res, rotated)
Session date: 2026-07-14
Columns: make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page
MITSUBISHI,TRITON,"MQ, Diesel",2015 to 2018,,4704,,5594,,,107
MITSUBISHI,TRITON,"MQ, Petrol",2015 to 2018,,,2544,,,,107
MITSUBISHI,TRITON,"MR, Diesel",2018 onward,,4704,,5594,,,107
MITSUBISHI,TRITON,"MR, Petrol",2018 onward,,,2544,4032,4032 is alternate fitment option.,,107
MITSUBISHI,VERADA,All variants,1990 to 2005,,2501,2541,,,,107
MORGAN,3 WHEELER,All variants,2002 onward,,,2135,,,,107
MORGAN,4/Four,All variants,1961 to 1979,,2501,2541,,,,107
MORGAN,4/Four,All variants,1988 to 1992,,2501,2541,,,,107
MORGAN,4/Four,All variants,2002 onward,,,2135,,,,107
MORGAN,AERO COUPE,All variants,2013 onward,,,2135,,,,107
MORGAN,AERO SUPERSPORTS,All variants,2013 onward,,,2135,,,,107
MORGAN,PLUS,All variants,1960 to 1979,,2501,2541,,,,107
MORGAN,PLUS,All variants,1988 to 1997,,2501,2541,,,,107
MORGAN,PLUS,8,2002 to 2004,,,2382,,,,107
MORGAN,PLUS,4,2013 onward,,,2135,,,,107
MORGAN,PLUS,8,2013 onward,,,2382,,,,107
MORGAN,ROADSTER,All variants,2013 onward,,,2382,,,,107
--- page 107 row count: 26 (photo verified top-to-bottom; p106 tail rows above binding: MITSUBISHI STARWAGON GLS 3.0L V6 1986-2004 = 4503; TRITON ME/MF/MG/MH/MJ Diesel 1986-1996 = 4503) ---

=== PAGE 106 ===
MITSUBISHI,OUTLANDER,"ZJ (GF), Diesel",2012 to 2015,,4704,,5594,,,106
MITSUBISHI,OUTLANDER,"ZJ (GF), Petrol",2012 to 2015,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,OUTLANDER,"ZJ, PHEV Hybrid",2014 to 2017,,,,5512,Must use an AGM battery.,,106
MITSUBISHI,OUTLANDER,"ZK, Diesel",2014 to 2017,,4704,,,,,106
MITSUBISHI,OUTLANDER,"ZK, Petrol",2014 to 2017,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,OUTLANDER,"ZK, ZL, PHEV Hybrid",2017 onward,,,,5512,Must use an AGM battery.,,106
MITSUBISHI,OUTLANDER,"ZL, Diesel",2017 onward,,4704,,,,,106
MITSUBISHI,OUTLANDER,"ZL, Petrol",2017 onward,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,PAJERO,"NA - NG, Diesel",1982 to 1991,,4703,,5593,,,106
MITSUBISHI,PAJERO,"NA - NG, Petrol",1982 to 1991,,4503,,,,,106
MITSUBISHI,PAJERO,"NA - NG, V6 3000, Petrol",1982 to 1991,,4503 4703,,5593,,,106
MITSUBISHI,PAJERO,"NH - NL, Diesel",1991 to 2000,,4703,,5593,,,106
MITSUBISHI,PAJERO,"NH - NL, V6 3000, Petrol",1991 to 2000,,4503 4703,,5593,,,106
MITSUBISHI,PAJERO,"NH - NL, V6 3500, Petrol",1991 to 2000,,,2543,,,,106
MITSUBISHI,PAJERO,"NH, NL, Petrol",1991 to 2000,,,2543,,,,106
MITSUBISHI,PAJERO,"NM, NP, Diesel",1999 to 2006,,4704,,5594,,,106
MITSUBISHI,PAJERO,"NM, NP, Petrol",1999 to 2006,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,PAJERO,"QA, iO, Petrol",1999 to 2006,,,2544,,,,106
MITSUBISHI,PAJERO,"NS, Diesel",2006 to 2009,,4704,,5594,,,106
MITSUBISHI,PAJERO,"NS, Petrol",2006 to 2009,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,PAJERO,"NT, Diesel",2009 to 2012,,4704,,5594,,,106
MITSUBISHI,PAJERO,"NT, Petrol",2009 to 2012,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,PAJERO,"NW, Diesel",2011 to 2014,,4504,,5582,,,106
MITSUBISHI,PAJERO,"NW, Petrol",2011 to 2014,,,2544,4032,4032 is alternate fitment option.,,106
MITSUBISHI,PAJERO,"NX, Diesel",2014 onward,,4504,,5582,,,106
MITSUBISHI,PAJERO SPORT,"QE, Diesel",2015 onward,,4704,,5594,,,106
MITSUBISHI,SIGMA,All variants,1977 to 1987,,2502,2542,,,,106
MITSUBISHI,STARION,All variants,1982 to 1987,,5375 2501,2541,,,,106
MITSUBISHI,STARWAGON,All variants,1986 to 2004,,,2382,,,,106
MITSUBISHI,STARWAGON,"GLS, 3.0L V6",1986 to 2004,,4503,,,,,106
MITSUBISHI,TRITON,"ME, MF, MG, MH, MJ, Diesel",1986 to 1996,,4503,,,,,106
--- page 106 row count: 31 (photo verified top-to-bottom) ---

=== PAGE 105 ===
MITSUBISHI,EXPRESS,"SN, Diesel",2020 onward,,,,4036,,,105
MITSUBISHI,FTO,Grey Import,1994 to 2000,,,2544,,,,105
MITSUBISHI,GALANT,All variants,1988 to 1996,,5375 2501,2541,,,,105
MITSUBISHI,GRANDIS,All variants,2003 to 2010,,,2544,4032,4032 is alternate fitment option.,,105
MITSUBISHI,i-MiEV,All variants,2011 onward,,,2384,,,,105
MITSUBISHI,L200,All variants,1979 to 1986,,5375 2501,2541,,,,105
MITSUBISHI,L300,Express,1979 to 1986,,,2381,,,,105
MITSUBISHI,LANCER,CA to CC,1988 to 1996,,,2381,,,,105
MITSUBISHI,LANCER,CE,1996 to 2003,,,2382,,Check hold down bracket.,,105
MITSUBISHI,LANCER,"CG, 2.0L",1996 to 2003,,,2382,,,,105
MITSUBISHI,LANCER,"CG, 2.0L",2003 to 2008,,,2382,,,,105
MITSUBISHI,LANCER,"CH, 2.0L",2003 to 2008,,,2382,,,,105
MITSUBISHI,LANCER,"CH, 2.4L",2003 to 2008,,,2544,,,,105
MITSUBISHI,LANCER,"CY, Evolution",2003 to 2008,,2502,2542,,Check hold down bracket.,,105
MITSUBISHI,LANCER,CZ,2003 to 2008,,,2382,,Check hold down bracket.,,105
MITSUBISHI,LANCER,CJ,2007 to 2015,,,2544,4032,4032 is alternate fitment option.,,105
MITSUBISHI,LANCER,CJ Evolution,2007 to 2015,,,,5582,Must use an AGM battery. Battery in boot.,,105
MITSUBISHI,LANCER,"CF, All variants",2015 to 2017,,,2544,4032,4032 is alternate fitment option.,,105
MITSUBISHI,MAGNA,"TM, TN, TP",1985 to 1992,,,2381,,,,105
MITSUBISHI,MAGNA,"TR, TS",1991 to 1997,,2501,2541,,,,105
MITSUBISHI,MAGNA,"TE, TF, TH, TJ, TL, TW",1996 to 2005,,5375,2541,,,,105
MITSUBISHI,MIRAGE,CE,1995 to 1997,,,2382,,,,105
MITSUBISHI,MIRAGE,CE Upgrade,1997 to 2004,,,2136,,Check hold down bracket.,,105
MITSUBISHI,MIRAGE,"LA, LB, All variants",2012 onward,,,2544,,,,105
MITSUBISHI,NIMBUS,"UA, UB, UC",1983 to 1991,,,2381,,,,105
MITSUBISHI,NIMBUS,"UF, UG",1991 to 2004,,,2135,,,,105
MITSUBISHI,OUTLANDER,"ZE, ZF",2003 to 2006,,,2544,,,,105
MITSUBISHI,OUTLANDER,"ZG, 2.4L, 4 Cyl",2006 to 2009,,,2544,,,,105
MITSUBISHI,OUTLANDER,"ZG, 3.0L V6, VR",2006 to 2009,,4504,,5582,,,105
MITSUBISHI,OUTLANDER,"HG, 3.0L V6, VR, Petrol",2009 to 2012,,4504,,5582,,,105
MITSUBISHI,OUTLANDER,"ZH, 2.4L, 4 Cyl, Petrol",2009 to 2012,,,2544,4032,4032 is alternate fitment option.,,105
--- page 105 row count: 31 (photo verified top-to-bottom; p104 tail rows above binding: EXPRESS SJ Petrol 1994-2006 = 2381; EXPRESS WA Walkthrough 1994-2006 = 2384 "Walk through variant."; EXPRESS SJ Petrol 2006-2012 = 2381) ---

=== PAGE 104 ===
MITSUBISHI,380,All variants,2005 to 2008,,,2543,,,,104
MITSUBISHI,3000,All variants,1992 to 1998,,4503 4703,,5593,,,104
MITSUBISHI,ASX,"XA (GA), Diesel",2009 to 2012,,4704,,5594,,,104
MITSUBISHI,ASX,"XA, Petrol",2009 to 2012,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,ASX,"XB, Diesel",2012 to 2016,,4704,,5594,,,104
MITSUBISHI,ASX,"XB, Petrol",2012 to 2016,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,ASX,"XC, Diesel",2016 to 2019,,4704,,5594,,,104
MITSUBISHI,ASX,"XC, Petrol",2016 to 2019,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,ASX,"XD, Petrol",2019 onward,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,CANTER,Diesel,1980 to 1990,,4503,,,Requires 2 batteries.,,104
MITSUBISHI,CANTER,Petrol,1980 to 1990,,4503,,,,,104
MITSUBISHI,CANTER,Diesel,1990 onward,,4703 4704,,5593 5594,Requires 2 batteries.,,104
MITSUBISHI,CANTER,Petrol,1990 onward,,4503,,,,,104
MITSUBISHI,CHALLENGER,PA,1998 to 2007,,4503 4703,,5593,,,104
MITSUBISHI,CHALLENGER,PB,2008 to 2013,,4704,,5594,,,104
MITSUBISHI,CHALLENGER,PC,2013 onward,,4704,,5594,,,104
MITSUBISHI,COLT,"RA, RB, RC, RD, RE",1980 to 1990,,,2382,,,,104
MITSUBISHI,COLT,"RG, 5D Hatch",2004 to 2013,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,COLT,"RZ, 2D Cabriolet",2004 to 2013,,3554,3552,5526,,,104
MITSUBISHI,CORDIA,All variants,1982 to 1989,,,2382,,,,104
MITSUBISHI,CORDIA,Turbo,1982 to 1989,,5375 2501,2541,,,,104
MITSUBISHI,D50,All variants,1978 to 1979,,4862,,,,,104
MITSUBISHI,DELICA,Grey Import,1968 to 2007,,4703,,5593,,,104
MITSUBISHI,Eclipse Cross,All variants,2017 to 2019,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,Eclipse Cross,"1.5L, Petrol",2020 onward,,,2544,4032,4032 is alternate fitment option.,,104
MITSUBISHI,Eclipse Cross,"PHEV, 2.4L, Petrol",2020 onward,,3554,,,,,104
MITSUBISHI,EXPRESS,"SF, SG, SH, Diesel",1985 to 1994,,4703,,5593,,,104
MITSUBISHI,EXPRESS,"SF, SG, SH, Petrol",1985 to 1994,,,2381,,,,104
MITSUBISHI,EXPRESS,"SJ, Diesel",1994 to 2006,,4503,,,,,104
MITSUBISHI,EXPRESS,"SJ, Petrol",1994 to 2006,,,2381,,,,104
MITSUBISHI,EXPRESS,"WA, Walkthrough",1994 to 2006,,,2384,,Walk through variant.,,104
MITSUBISHI,EXPRESS,"SJ, Petrol",2006 to 2012,,,2381,,,,104
--- page 104 row count: 32 (photo verified top-to-bottom) ---

=== PAGE 103 ===
MINI,COOPER,"F54, 4D Wagon, S, 2.0L Petrol",2014 onward,,,,5556,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"F55, 5D Hatch, 1.5L, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"F55, 5D Hatch, D, Diesel",2014 onward,,3664,,5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"F55, 5D Hatch, S, 2.0L, Petrol",2014 onward,,,3772,5556,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"F56, 3D Hatch, 1.5L Petrol",2014 onward,,3664,3772,5536 5556,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"F56, 3D Hatch, 2.0L Petrol",2014 onward,,,,5556,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"F56, 3D Hatch, D, Diesel",2014 onward,,3664,3772,5536 5556,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"R55, 3D Wagon, S, Clubman, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"R57, 2D Convertible, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"R58, 2D Coupe, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"R59, 2D Roadster, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"R60, 4D Wagon, Countryman, D, Diesel",2014 onward,,3664,,5536,Module Alert - refer to MasterFit.,,103
MINI,COOPER,"R60, 4D Wagon, Countryman, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,103
MINI,COOPER,"R61, 3D Hatch, Paceman, Petrol",2014 onward,,3554,,5526,Module Alert. Workshop fitment (remove plenum cover & wipers).,Yes,103
MINI,COUNTRYMAN,"F60, 2.0L Diesel",2017 onward,,,,5556,,Yes,103
MINI,COUNTRYMAN,"F60, 3cyl, 1.5L Petrol",2017 onward,,,,5536,,Yes,103
MINI,COUNTRYMAN,"F60, 4cyl, 2.0L Petrol",2017 onward,,,,5556,,Yes,103
MINI,ONE,"F55, 5D Hatch, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,103
MINI,ONE,"F56, 3D Hatch, Petrol",2014 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,103
MINI,RAY,"F55, 5D Hatch, Petrol",2016 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,103
MINI,RAY,"F56, 3D Hatch, Petrol",2016 onward,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,103
--- page 103 row count: 21 (photo verified top-to-bottom; p102 tail row above binding: MINI COOPER Petrol 2007-2014 = 3554/5526 "Module Alert. Workshop fitment (remove plenum cover & wipers)" Yes) ---

=== PAGE 102 ===
MG,ZT+,All variants,2002 to 2004,,,3552 3662,,,,102
MG,ZT-T,All variants,2002 to 2004,,,3552 3662,,,,102
MG,ZT-T,All variants,2002 to 2005,,,3552 3662,,,,102
MG,ZT-T+,All variants,2002 to 2005,,,3552 3662,,,,102
MINI,CLUBMAN,"F54, 3cyl, 1.5L Petrol",2017 onward,,,,5536,Refer to Workshop.,Yes,102
MINI,CLUBMAN,"F54, 4cyl, 2.0L Petrol",2017 onward,,,,5556,Refer to Workshop.,Yes,102
MINI,CONVERTIBLE,"F57, 3cyl, 1.5L Petrol",2017 onward,,,,5536,,Yes,102
MINI,CONVERTIBLE,"F57, 4cyl, 2.0L Petrol",2017 onward,,,,5556,,Yes,102
MINI,COOPER,"R50, 2D Hatch, Petrol",2002 to 2007,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,102
MINI,COOPER,"R52, Cabrio, Petrol",2002 to 2007,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,102
MINI,COOPER,"R53, 2D Hatch, S, Petrol",2002 to 2007,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,102
MINI,COOPER,"R52, Cabrio, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,,102
MINI,COOPER,"R55, 3D Wagon, Clubman, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R55, 3D Wagon, S, Clubman, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R56, 2D Hatch, D, Diesel",2007 to 2014,,3664,,5536,Module Alert - refer to MasterFit. Remove plenum cover to access battery.,Yes,102
MINI,COOPER,"R56, 2D Hatch, Petrol",2007 to 2014,,3664,,5536,Module Alert - refer to MasterFit. Remove plenum cover to access battery.,Yes,102
MINI,COOPER,"R57, 2D Convertible, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R58, 2D Coupe, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R59, Roadster, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R60, 4D Wagon, Countryman, D, Diesel",2007 to 2014,,3664,,5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R60, 4D Wagon, Countryman, Petrol",2007 to 2014,,3554 3664,,5526 5536,Module Alert - refer to MasterFit.,Yes,102
MINI,COOPER,"R61, 3D Hatch, Paceman, Petrol",2007 to 2014,,3554,,5526,Module Alert. Workshop fitment (remove plenum cover & wipers).,Yes,102
--- page 102 row count: 22 (photo verified top-to-bottom) ---

=== PAGE 101 ===
MERCEDES-BENZ,VITO,"D, Diesel",1998 to 2004,,,3884,3888,,,101
MERCEDES-BENZ,VITO,Petrol,1998 to 2004,,3664,,5536,,,101
MERCEDES-BENZ,VITO,"CDI, Diesel",2004 to 2007,,3664,3884,3888,"Some fit 3664, some fit 3884. Bucket seat variant uses 3882.",,101
MERCEDES-BENZ,VITO,Petrol,2004 to 2007,,3664,,5536,Bucket seat variant uses 3882.,,101
MERCEDES-BENZ,VITO,All Variants,2007 to 2015,,,3884,3888,Variants with Blue Efficiency must use AGM battery. Battery under passenger floor.,,101
MERCEDES-BENZ,VITO,All Variants,2015 onward,,,,3888,Must use AGM battery. Battery under drivers seat.,,101
MERCEDES-BENZ,X Class,All variants,2017 onward,,,,4036,,,101
MG,GS,"1.5L, Petrol",2017 onward,,,3552,,,,101
MG,GS,"2.0L, Petrol",2017 onward,,3554,,,,,101
MG,HS,1.5L Petrol,2020 onward,,3554,,,,,101
MG,HS,"2.0L, Petrol",2020 onward,,,,5536,,,101
MG,HS,PHEV,2020 onward,,3554,,,,,101
MG,MAGNETTE,All variants,1960 to 1962,,2501,2541,,,,101
MG,MG3,"1.5L, Petrol",2016 to 2018,,3554,,,,,101
MG,MG3,"1.5L, Petrol",2018 onward,,,3552,,,,101
MG,MG6,All variants,2013 to 2015,,3554,,5526,,,101
MG,MGA,All variants,1960 to 1961,6603,,,,2 batteries required.,,101
MG,MGB,All variants,1963 to 1972,6603,,,,Use 2 x 6603 (6V) or 1 x 8308 (12V).,,101
MG,MGF,All variants,1997 to 2002,,,3552,,,,101
MG,MIDGET,All variants,1968 to 1972,,,2134,,,,101
MG,TF,All variants,2002 to 2005,,3554,,5526,,,101
MG,ZR,All variants,2004 to 2005,,,3552,,,,101
MG,ZS,All variants,2004 to 2005,,,3552,,,,101
MG,ZS,"1.0L, Turbo, Petrol",2017 onward,,,,5526,,,101
MG,ZS,"1.5L, NA, Petrol",2017 onward,,3554,,,,,101
MG,ZS EV,All variants,2020 onward,,3554,,,,,101
MG,ZST,All variants,2020 onward,,3664,,,,,101
MG,ZT,All variants,2002 to 2005,,,3552 3662,,,,101
--- page 101 row count: 28 (photo verified top-to-bottom) ---

=== PAGE 100 ===
MERCEDES-BENZ,SL400,All Variants,2012 onward,,,,3888,Must use AGM battery.,,100
MERCEDES-BENZ,SL500,All Variants,1993 to 2002,,,3884,3888,,,100
MERCEDES-BENZ,SL500,All Variants,2002 to 2006,,3664 8308,,5536,Engine bay has starter battery 8308. Main battery in boot.,,100
MERCEDES-BENZ,SL500,All variants,2006 to 2012,,,3884,,Starter battery (8308) in Engine Bay. Main battery in boot.,,100
MERCEDES-BENZ,SL500,All Variants,2016 onward,,,,3888,Must use AGM battery.,,100
MERCEDES-BENZ,SL600,All Variants,1993 to 2002,,,3884,3888,,,100
MERCEDES-BENZ,SL600,All Variants,2002 to 2006,,,3884,3888,,,100
MERCEDES-BENZ,SL600,All variants,2006 to 2012,,,3884,,Starter battery (8308) in Engine Bay. Main battery in boot.,,100
MERCEDES-BENZ,SL63,AMG,2006 to 2012,,,,5536,Engine bay has starter battery 8308. Main battery in boot.,,100
MERCEDES-BENZ,SL65,AMG R230,2002 to 2006,,3664,,5536,,,100
MERCEDES-BENZ,SL65,AMG R230 upgrade,2006 to 2012,,,,5536,Engine bay has starter battery 8308. Main battery in boot.,,100
MERCEDES-BENZ,SLC Class,"W172, All variants",2016 onward,,,,5536,,,100
MERCEDES-BENZ,SLK200,KOMPRESSOR,1997 to 2004,,3664,,5536,,,100
MERCEDES-BENZ,SLK200,Other,1997 to 2004,,3554 3664,,5526 5536,,,100
MERCEDES-BENZ,SLK200,All Variants,2004 to 2011,,3664,,5536,,,100
MERCEDES-BENZ,SLK200,All Variants,2011 onward,,,,5536,Must use AGM battery.,,100
MERCEDES-BENZ,SLK230,All Variants,1997 to 2004,,3664,,5536,,,100
MERCEDES-BENZ,SLK250,All Variants,2011 onward,,,,5536,Must use AGM battery.,,100
MERCEDES-BENZ,SLK280,All Variants,2004 to 2011,,3664,,5536,,,100
MERCEDES-BENZ,SLK300,All Variants,2004 to 2011,,3664,,5536,,,100
MERCEDES-BENZ,SLK320,All Variants,1997 to 2004,,3554 3664,,5526 5536,,,100
MERCEDES-BENZ,SLK350,All Variants,2004 to 2011,,3664,,5536,,,100
MERCEDES-BENZ,SLK350,All Variants,2011 onward,,,,5536,Must use AGM battery.,,100
MERCEDES-BENZ,SPRINTER,Diesel,1998 onward,,,3884,3888,,,100
MERCEDES-BENZ,SPRINTER,Petrol,1998 onward,,3664,,5536,,,100
MERCEDES-BENZ,SPRINTER TRANSFER,Diesel,2007 onward,,,3884,3888,,,100
MERCEDES-BENZ,VALENTE,All Variants,2012 to 2015,,,,3888,Must use AGM battery. Battery under passenger floor.,,100
MERCEDES-BENZ,VALENTE,All Variants,2015 onward,,,,3888,Must use AGM battery. Battery under passenger floor.,,100
MERCEDES-BENZ,VIANO,All Variants,2005 onward,,,3884,3888,,,100
MERCEDES-BENZ,VITO,CDI,1998 to 2004,,,3884,3888,,,100
--- page 100 row count: 30 (photo verified top-to-bottom) ---

END OF ATTACHED PAGES
